source,target,weight_1,weight_2
4550,4550,7,3
2139,240,5,4
3091,2670,6,4
4314,1426,4,9
1049,1049,8,9
906,175,1,2
4788,1428,2,10
471,471,4,4
3550,3550,3,6
1232,1232,4,5
983,3960,4,5
1936,1936,5,3
4642,4801,8,7
2106,3069,4,2
2230,2230,2,4
4707,4078,3,1
4292,4292,5,4
2559,2559,5,6
3274,3274,10,2
1049,1049,8,10
4642,2781,4,4
1049,4187,7,4
326,1132,4,9
3111,1926,8,3
3555,3555,9,4
868,868,5,8
718,4266,9,3
4216,4216,5,2
389,1651,3,8
515,3344,7,2
71,3487,5,2
3341,1068,3,8
2794,4983,7,2
2583,2583,4,4
2279,2632,10,9
4707,3436,7,10
3204,3204,5,7
4642,4642,2,2
389,265,1,9
2219,1273,4,6
4635,4933,6,10
4225,4225,3,2
3789,3441,9,1
3555,3271,3,3
5,3811,7,8
3453,3453,5,4
4597,4086,8,10
4448,523,4,4
2839,2839,6,8
2408,2408,9,9
1049,1801,5,5
3973,1398,4,4
706,1350,4,6
2986,4898,4,6
1672,401,8,7
2408,2729,3,4
3693,2608,9,3
831,831,6,6
3693,2072,9,10
1049,1214,4,3
2156,716,5,9
1492,1697,7,2
1416,3431,7,3
3233,3797,3,10
357,1443,3,10
3438,2238,6,2
854,4374,3,7
1049,3149,4,9
1520,3212,5,1
2139,2295,2,8
1700,1700,1,9
2622,2622,8,3
2816,3892,4,2
699,3969,6,5
3111,4131,3,5
3204,1968,2,5
3869,4327,3,8
511,511,8,4
710,788,5,2
17,2155,5,5
3233,2290,3,8
4575,1867,5,6
302,302,2,2
1520,1520,1,8
2289,4782,9,2
4642,3737,8,1
4063,4234,9,1
1049,3551,1,7
4642,4554,4,7
4707,2267,9,4
2139,2139,4,6
2627,4712,4,3
2139,1698,2,2
4642,4642,7,1
2323,2323,4,7
1560,4984,6,5
2852,2852,5,6
1807,4727,10,7
3453,3453,9,8
4707,3813,7,6
1425,272,5,9
3995,1409,7,2
4006,1533,3,8
749,749,4,4
2953,605,9,5
4225,4225,10,6
2139,360,8,6
1001,2417,5,10
2816,1307,1,7
3254,2902,8,9
4449,3403,10,5
1936,355,5,1
4097,2609,8,8
564,1160,4,5
3833,3833,8,7
4565,4565,6,8
3074,3518,6,4
3497,4322,10,10
706,79,4,1
3279,4988,9,10
1534,3349,8,7
4575,1470,2,9
4653,4653,10,2
1520,1520,9,1
3671,402,10,8
847,938,5,10
17,2538,6,8
4431,3321,1,6
562,4875,5,8
1392,1392,7,6
326,4092,10,4
1409,1409,4,9
1877,1877,8,10
17,17,3,4
4706,2080,10,2
2302,2411,2,5
3795,49,3,9
2690,2690,5,6
2345,3978,1,6
1894,1894,9,4
4357,3575,2,6
1049,4051,7,4
4448,1115,7,9
1553,2529,6,3
1716,2075,10,5
1064,2429,10,3
3091,2607,8,5
1049,1400,1,1
3576,1619,2,7
902,1500,4,4
4642,2167,2,10
1049,3741,5,8
4706,3912,3,9
4674,3719,7,5
3880,4479,2,4
1503,1179,5,1
2293,3734,9,2
3789,3026,6,8
2538,2016,3,3
4400,4400,10,7
1526,1526,9,9
4642,4642,6,10
3555,3555,7,6
4406,4105,4,10
1049,1049,3,10
1049,1219,4,8
1049,1049,8,6
2139,3352,6,4
3074,4495,8,7
1437,2505,9,7
1520,1520,6,2
4707,4844,5,5
3741,2225,5,9
1871,1683,2,3
3697,3697,9,4
4665,1181,2,3
4400,1342,4,6
389,389,4,4
3789,1027,8,4
2816,2816,3,6
2139,2139,4,3
1049,2581,6,10
518,518,10,1
2831,4279,2,6
4399,2466,8,4
620,620,9,7
1049,4841,5,10
2139,2004,9,9
2139,2139,10,5
902,4298,10,1
208,4193,9,8
1049,1678,8,10
2724,2724,5,9
1365,3224,5,9
868,868,1,9
4480,866,7,3
1651,1651,2,10
4642,1038,2,9
17,17,5,6
4855,3507,1,9
1121,102,3,3
3960,3960,6,5
1049,4869,8,5
2139,2974,1,8
606,4196,7,5
2141,1275,1,4
2579,4958,6,5
3995,2383,6,9
4575,166,8,6
1049,1146,5,6
4707,4707,1,3
1049,468,3,6
605,4511,6,8
4653,4702,4,4
85,1031,2,2
4575,931,5,4
3880,542,3,1
777,447,8,4
4697,4697,6,4
3555,1490,8,1
4969,4969,10,10
3204,536,8,9
2219,2331,6,2
17,17,4,1
82,1184,1,4
657,4658,8,7
3279,3279,5,7
1560,3309,8,5
1864,3208,7,4
2964,2964,6,4
2313,3646,1,6
1047,774,2,8
134,2328,2,9
1049,1049,9,4
3646,3875,8,3
1049,1049,5,10
3880,756,3,8
4216,4854,4,1
2011,4726,10,10
844,4094,1,3
2816,4375,3,7
3505,1411,10,5
4597,1039,3,2
1936,1932,8,4
3546,3546,7,10
1902,1902,9,3
2816,3815,8,7
4642,3287,5,1
2945,2945,1,9
4969,4969,3,9
1871,4648,9,5
4097,4097,3,9
2958,2958,1,2
3406,3406,8,3
564,2189,9,4
1534,2478,2,5
906,4769,2,2
164,971,1,7
2690,3881,4,7
1301,1301,3,4
4707,804,9,4
14,2447,5,10
336,3793,3,9
3718,1014,1,2
1902,487,8,3
4943,4943,10,2
14,14,3,3
4575,2880,3,4
1871,4433,5,8
4788,541,2,3
968,968,4,1
4707,4564,4,9
4315,880,10,3
2139,3177,3,5
1528,992,7,10
14,4054,4,7
4151,3425,4,2
82,2899,10,1
270,1896,8,8
2858,2858,6,9
2293,4990,5,5
4642,1838,3,9
389,485,4,3
4374,3763,5,8
1871,529,4,8
4400,1529,8,5
2141,335,3,9
4707,4707,1,9
4553,4553,1,7
1279,1279,1,3
1049,4808,2,6
2289,1806,8,10
4597,4901,6,5
3091,824,1,5
750,1751,7,3
4707,4707,9,1
4098,4098,1,2
1049,1049,7,8
389,4299,10,4
4225,2287,5,9
2291,4615,10,10
2958,883,9,10
1871,1441,4,4
518,3258,3,4
2345,2345,8,10
3962,4866,3,7
3697,4649,6,7
1180,1180,3,7
4979,1380,5,9
4298,4298,3,7
1553,3399,3,10
2559,1065,3,10
2515,2515,3,8
1049,3314,6,1
1902,1902,7,5
3195,3195,2,10
1788,1788,4,5
941,2107,8,1
4460,1578,3,8
3331,4050,8,4
625,625,7,7
4757,359,2,7
4383,4519,10,9
389,1508,5,7
1049,1049,5,6
2872,3499,9,1
1511,250,4,1
3274,2967,4,9
4707,4623,4,8
3322,3322,2,8
3716,4001,4,5
1279,1238,10,3
3813,3787,4,9
355,3172,3,4
4098,4098,10,1
3909,3909,3,4
2653,2653,6,8
242,4376,9,9
2448,2617,4,5
620,3952,4,5
2141,3753,2,8
4352,4352,9,7
14,14,10,6
3470,1841,9,9
242,29,9,10
2139,2139,2,3
1540,1540,1,4
2747,598,1,3
4065,4065,9,4
3415,4307,2,10
3037,4540,1,2
4653,1257,10,1
3699,832,8,6
2858,4337,7,3
905,1610,1,4
4869,2007,5,2
1491,1491,3,5
979,444,1,4
3789,1939,1,2
801,4831,9,6
1553,1553,10,2
2523,4412,2,8
1049,2311,2,1
906,906,4,6
1301,3540,1,8
2139,2139,6,8
4448,2703,5,3
4119,3473,9,3
891,891,7,6
4119,4119,7,2
1626,1626,1,4
1917,1917,7,5
1703,1418,9,3
2643,3283,10,7
4357,3802,6,7
2690,4614,10,9
186,186,10,9
60,60,1,8
710,2259,7,10
2875,1976,10,7
4118,2173,10,8
4697,4697,2,5
3175,1562,6,6
4707,1259,5,3
1566,2834,6,2
2182,690,3,10
597,4058,9,6
4112,212,4,9
3031,2369,2,10
302,302,4,1
4354,3028,10,5
2953,3560,5,8
434,4842,1,4
1958,1958,6,6
242,4713,6,2
1425,1425,7,1
2690,2690,3,5
389,2813,10,7
4597,3589,10,6
22,2326,4,5
3470,3470,3,6
2858,2858,8,9
4642,1283,7,6
186,186,7,1
2646,2646,7,10
22,667,6,6
4642,3838,4,4
1049,1049,5,4
3789,3789,8,4
1049,1049,7,5
4653,1987,7,10
779,735,10,4
4707,4707,4,7
60,60,3,8
2559,1868,9,1
3194,1865,6,9
4097,4097,9,6
992,1538,10,6
1049,4388,10,1
912,4691,4,1
2958,2958,9,8
389,389,6,6
1049,3769,6,8
2690,4272,5,5
1049,4069,2,4
1559,1559,9,1
4056,2892,9,5
3347,3347,1,3
2393,4203,4,5
3279,3279,2,1
2139,3168,3,2
4374,4374,8,9
3155,2837,2,9
3371,258,6,8
3477,817,9,7
3360,4573,7,3
992,2474,4,3
3895,163,1,2
2139,2139,2,3
3395,4115,6,10
3693,1827,6,4
883,3799,3,8
331,331,8,10
3371,3004,2,7
868,1269,2,1
4575,1502,1,7
2974,2974,5,2
3175,1983,1,5
3146,3146,10,8
4118,2691,8,2
4835,4835,4,3
3146,2024,8,7
270,3122,8,8
2964,2964,3,7
2855,2125,2,8
4521,2483,3,10
4527,4527,9,3
1049,1049,2,4
54,2972,10,5
750,972,4,1
2106,1341,7,3
4642,4642,4,8
242,890,3,8
4788,3158,3,3
1049,3418,4,9
2724,3850,6,1
3539,3539,5,5
2024,1362,3,3
1425,1425,5,5
1049,2190,9,5
4597,2946,4,10
4969,4969,3,10
710,3848,10,10
4642,3475,5,5
302,2273,10,5
3481,2895,6,9
3274,3274,1,3
2139,2458,10,1
1049,1049,9,5
1177,2021,8,10
3581,3581,9,6
1685,1685,10,5
2313,3229,10,4
3074,3074,10,8
2733,220,9,7
2514,2514,8,2
1049,1962,1,7
4221,4221,6,8
2778,2778,5,1
30,3239,8,1
3789,3789,9,2
4642,2869,4,4
3491,3491,9,2
772,772,7,9
1864,1864,8,3
1894,3230,4,1
710,710,5,4
2083,2083,10,7
3470,3470,9,8
1553,1742,10,10
4553,4553,4,7
1503,2518,6,9
1902,1902,6,9
2025,2759,2,3
3496,2318,2,6
791,2367,2,4
1553,3642,4,10
3229,532,3,10
801,2940,10,8
3035,464,6,1
1409,1409,5,9
620,3538,10,3
389,820,10,3
1936,3570,4,2
4448,1046,4,4
2219,2219,2,4
4623,4141,7,4
971,971,6,10
54,4633,3,8
3895,995,7,9
2291,2291,10,3
1049,1049,9,3
710,710,7,8
824,31,10,1
2198,252,2,1
1936,1936,2,1
3895,3895,3,2
327,2452,9,2
2953,2953,3,4
2474,3615,8,10
342,342,9,10
3789,4884,2,9
434,165,9,3
3644,3259,8,6
4713,4228,2,7
436,4493,3,8
4707,4707,6,4
54,3127,8,2
1049,4117,3,8
2230,4329,10,8
2448,2448,7,7
777,777,2,8
847,1469,2,5
4707,3790,7,3
4707,4707,4,6
4969,4969,9,2
861,1486,9,3
3438,4023,3,10
2872,643,3,6
3371,3371,4,9
2139,2139,9,8
4097,3404,5,1
2953,3879,5,9
1425,4121,3,8
4990,4990,4,10
2139,3972,9,3
1559,2094,8,9
4151,829,4,10
2893,2893,3,5
3406,812,6,7
2141,172,8,5
1936,182,3,3
4207,1370,9,7
2074,2074,1,3
3321,4505,10,1
3932,3490,7,4
3550,2116,4,8
4722,3101,7,1
326,326,6,9
4431,2243,7,2
54,54,10,6
2417,973,8,4
2139,2139,2,4
4642,2088,8,4
4377,4377,3,8
2182,370,8,8
2238,4436,5,9
2139,2165,4,5
2858,1599,2,3
54,1408,6,1
2190,1048,3,10
3283,4356,9,9
242,3852,6,2
1478,1478,6,8
598,4909,7,7
3505,3731,6,7
2315,3435,1,3
1338,1338,3,8
2570,2570,2,3
4638,4638,9,7
2515,2515,8,2
1049,1285,2,3
1553,1553,6,6
1425,1873,1,4
1049,3153,1,9
2289,2942,3,7
3091,4711,3,10
1685,1685,1,5
1049,98,10,1
2546,2546,5,1
2139,2139,9,3
4835,3572,4,2
2953,3626,2,3
798,798,9,6
4642,2210,1,6
3892,1775,7,9
2872,2872,5,3
1765,1765,10,1
4597,3471,6,3
3074,2052,2,8
4636,293,1,7
2431,2431,5,6
1049,2743,3,1
4642,4642,4,8
1049,4715,3,9
1553,1553,4,6
4193,4193,10,4
3229,3229,6,3
758,742,1,1
699,3517,1,6
4697,4697,8,2
1559,4482,7,7
1588,1588,10,6
54,2508,4,1
3932,3932,1,8
620,3836,5,8
3852,3852,6,2
3789,3789,7,3
1936,2535,9,3
3453,3453,7,8
1553,1553,5,9
3011,3011,3,1
1049,930,8,3
122,1396,8,4
1049,2426,10,10
2816,2816,9,4
1638,1638,9,10
1060,216,1,4
1049,2674,9,3
3505,253,8,2
3435,2136,3,9
232,232,8,9
1725,2615,1,8
1049,2275,4,10
3279,4654,3,6
4292,3943,7,5
1049,524,1,6
1958,2644,10,8
3535,4347,1,2
4638,4638,7,9
4642,4642,10,10
4665,4896,7,3
4707,1066,4,1
3049,4825,8,5
1685,1685,5,6
14,4767,10,10
4383,4173,8,1
2515,2515,7,2
1936,1537,8,4
4565,4407,10,6
3283,2212,3,9
749,749,6,3
4511,4618,4,8
4658,2309,2,9
3211,1242,10,3
1560,3152,9,6
724,484,5,7
722,722,1,1
302,2215,10,2
4225,4225,2,5
4070,4070,8,7
4118,4118,7,3
2139,2497,3,2
134,519,4,1
710,3144,10,9
1605,1605,6,3
1588,1173,7,8
620,620,2,6
4193,4193,2,2
4642,4642,5,5
1685,328,3,2
3406,1089,5,3
4675,3390,10,4
957,2985,5,5
4707,4707,1,6
643,382,5,10
1767,1767,10,9
3718,3773,7,6
3716,1717,10,9
4871,2270,9,8
1064,4100,1,5
2139,2525,10,7
3453,4259,1,2
2122,3199,5,2
905,2635,5,9
4597,3922,9,6
17,4551,6,7
4053,4848,9,4
550,686,3,4
4589,4589,2,2
3035,2258,8,5
2139,3665,2,9
1049,2166,2,7
2559,3511,8,6
4642,4642,5,5
2139,2139,10,6
4575,3046,9,5
4589,4589,4,5
4097,4097,3,1
4357,4357,9,10
868,4318,2,2
1183,1183,5,8
1049,4888,8,1
710,3633,6,10
620,620,5,1
1685,4852,6,2
3833,4533,2,7
2139,4382,10,1
4043,4344,3,8
481,1632,9,8
1638,1142,3,7
688,4655,1,6
4042,921,1,1
3279,1736,8,7
3279,2929,7,3
3555,3555,5,9
1917,388,9,9
2139,2139,2,8
1766,3096,5,2
1936,4410,1,9
2165,2165,7,8
2831,2831,5,9
847,400,5,3
3718,3718,5,6
165,2762,10,7
4901,4901,6,4
4400,4773,10,7
2474,2140,4,6
620,3163,8,2
4332,4332,3,10
2291,4319,7,6
1049,593,6,4
17,248,9,7
3995,3995,2,8
2875,2875,5,3
1871,3917,9,3
3892,2907,6,9
722,722,4,1
3665,115,6,2
2875,2425,8,10
2453,2453,10,3
3900,3900,5,3
2801,2801,7,5
2139,1733,3,9
2279,2006,9,8
4335,1721,9,9
4835,569,7,3
48,1800,7,3
85,85,1,7
4739,4283,5,5
2236,762,9,5
2809,2809,4,1
3341,1028,3,5
2643,2491,3,7
2607,4717,5,9
868,868,10,4
4575,4575,3,6
3555,3555,5,10
2349,1874,4,5
1301,4949,5,5
118,4147,2,4
566,566,5,3
2415,1261,3,5
4653,1306,8,10
4225,4225,5,7
1871,1813,4,2
1049,4891,5,4
4642,66,8,4
2139,1661,6,9
1894,1504,3,6
1902,1176,7,2
2139,2019,2,4
3140,1815,1,4
2783,2783,2,6
1049,3991,1,8
1478,1478,2,8
2690,4108,3,8
2151,4209,7,1
519,2234,5,6
5,5,4,7
750,750,4,3
2150,2150,7,4
4448,1745,2,9
804,663,2,10
3259,4590,7,1
2319,3955,9,3
2816,2816,7,10
3995,3995,10,6
2139,2139,7,7
3438,3861,7,8
3453,3453,7,9
1470,1470,7,7
1936,1100,7,1
4225,4348,4,9
2182,4693,5,3
4333,935,2,2
242,242,3,7
2106,1313,3,5
720,1794,8,5
3880,4625,8,5
17,3800,6,3
2140,2140,8,8
4225,1105,9,2
1232,1274,1,6
4357,1964,10,2
2448,892,7,5
4315,4466,9,8
2875,4709,9,5
1049,503,10,2
2500,2500,2,7
3546,739,9,8
4642,4106,7,3
208,208,2,2
2021,986,4,9
4707,4834,5,1
3260,2428,2,2
4924,4924,5,1
2958,3103,5,7
883,883,10,3
2946,3298,1,6
17,17,9,6
3567,4962,8,3
2953,662,7,9
2559,2559,10,5
4458,4458,1,8
2874,3856,4,9
2839,2839,1,5
3212,2329,4,6
1192,1192,8,8
2219,958,2,9
4540,2216,4,2
208,2919,7,2
2139,512,7,5
4448,78,10,8
438,1321,5,1
1049,1049,4,1
3322,3322,4,9
1500,1500,6,3
4642,4642,6,3
2958,2232,9,7
438,438,2,3
3773,4756,2,2
3793,3793,9,7
2875,325,10,4
4221,2624,6,2
14,495,9,2
1049,1049,2,10
3470,3470,1,5
2238,2238,7,10
2893,4672,5,9
3569,3569,9,2
4448,4304,1,3
4373,4569,4,10
1049,202,3,9
2570,2570,6,3
2184,910,6,5
1887,2780,6,8
1685,1685,6,2
4968,4218,4,4
1534,4295,8,8
1843,1674,8,10
4597,538,8,3
847,584,8,3
605,4138,2,9
4115,3447,8,2
2139,69,6,1
1049,1049,2,3
3279,3038,10,3
2067,3612,7,10
51,1339,7,5
1047,4744,10,5
3995,2651,5,6
1416,1416,9,2
2816,2227,2,5
3017,3017,1,7
3716,1375,3,6
2429,635,1,6
1841,1155,4,10
518,518,4,3
1408,900,5,9
682,1829,8,7
2139,3764,6,10
1049,2866,6,2
2393,2393,10,3
1894,4518,10,9
17,17,7,5
4533,4533,5,1
14,189,5,2
518,757,2,5
4406,4406,2,5
242,242,9,10
4976,1744,9,7
1559,2603,4,2
4466,3616,3,10
4216,3956,10,6
1775,3236,9,5
973,1639,3,5
2024,2024,6,5
120,1093,6,4
486,486,8,2
2817,2817,1,7
4642,1171,4,2
3425,3736,4,4
4697,4697,1,1
3531,322,3,5
1049,407,8,3
3987,4212,3,10
3395,3395,7,8
331,2160,8,1
1049,1049,1,5
4097,1790,5,7
2570,565,8,7
847,269,5,4
511,2947,4,6
4407,627,5,5
1049,1049,7,2
335,4034,5,3
3406,1593,1,2
1619,1619,10,6
3878,4021,6,3
1049,3428,8,9
2139,2848,1,6
1049,1895,7,6
1049,1049,3,2
1416,1359,1,8
2372,3752,8,6
436,4413,4,5
1880,1660,7,4
1940,1940,3,6
3204,3204,8,9
4693,4693,1,6
3697,3697,1,8
484,2909,7,8
3789,1706,7,1
2747,1356,4,4
4743,4743,4,1
2467,2467,1,5
4590,2677,8,3
1685,1119,7,10
2296,3715,5,1
4406,2499,8,9
2022,1760,3,1
2872,2872,8,1
1049,4452,5,6
1274,2978,9,7
1989,4964,1,8
2953,1614,5,2
2165,2165,5,4
2643,1281,10,10
752,2378,3,1
3254,3254,10,3
3144,1714,8,10
331,2046,3,9
1049,1049,1,8
85,85,9,8
389,4286,3,3
3900,885,8,2
3789,3743,9,6
2393,2501,10,8
2287,42,7,10
2831,2831,2,5
4314,4314,2,7
4875,177,5,7
846,846,3,4
242,842,2,2
868,2334,2,9
4642,4642,10,10
968,3106,7,1
3264,927,2,2
1553,1553,10,7
3803,1494,2,5
2728,4629,3,4
4642,4642,3,9
4151,4151,3,9
3204,1547,5,10
906,567,6,9
1652,4041,10,9
1685,528,1,8
2474,2474,4,8
2746,2746,2,4
2139,3191,7,6
2726,3733,6,2
3581,1073,10,7
692,692,2,5
2690,2690,8,5
2289,2289,6,10
2589,3182,8,10
297,297,1,6
4642,2815,1,8
1816,1924,7,1
2823,2823,9,7
3153,3153,9,9
1887,1850,3,4
3432,2639,10,4
2106,4718,1,4
1871,2436,6,9
4642,4585,1,9
4642,3779,5,7
4085,4085,9,2
3650,3650,8,10
1049,1927,8,8
4706,4706,8,10
4216,4216,6,5
3111,1051,3,7
2139,247,5,10
4412,4176,1,4
2816,2816,4,1
2291,2291,3,2
3322,37,3,4
4225,4225,1,2
2545,1832,10,6
2815,2896,1,9
4149,3677,10,4
4835,4926,6,4
4086,4326,7,2
1652,3221,2,10
4216,4829,9,2
3953,1078,8,4
102,102,3,1
801,4843,1,9
1049,2707,7,2
4636,2810,6,5
2067,4015,7,6
2702,2702,8,1
3988,3326,2,9
2603,3504,8,2
749,1324,3,1
1049,1194,3,6
326,1595,8,2
3550,3550,8,6
4326,424,2,3
4097,2732,9,2
3671,2530,4,1
4225,3819,4,9
1183,1183,10,7
4352,3676,7,3
3254,4030,1,10
921,921,7,9
2240,236,8,5
3172,1266,3,5
2674,713,1,9
54,1501,9,7
595,151,2,1
4448,4448,4,8
3074,3074,9,4
4854,2512,7,6
2816,1133,2,1
2139,2139,4,5
4234,4234,6,7
1049,3714,6,5
4448,4448,2,1
4051,2800,9,7
3074,3083,7,3
2517,3147,2,7
4674,869,8,3
768,2375,4,2
4414,771,2,8
3453,3453,6,4
3322,3322,5,1
3881,3383,3,4
1717,1717,1,10
4642,1029,3,2
2255,1148,10,8
4642,4642,8,9
4489,2701,5,5
4707,3853,10,3
4021,2504,10,2
4335,4335,9,4
3546,3546,8,8
2024,4556,8,7
2587,3308,4,1
1060,334,6,10
2161,2161,9,5
2141,4417,4,2
2690,3300,2,5
1283,3270,10,2
692,692,6,8
1049,3059,6,8
202,202,1,5
4056,4599,8,2
2851,459,7,8
906,613,3,2
2083,2083,5,5
336,1083,7,3
515,3285,6,1
4871,684,8,5
2270,3363,6,5
3204,3935,6,4
699,699,2,1
1049,313,9,1
2362,4657,8,6
1049,4704,3,8
2139,4622,6,4
1365,1365,8,10
4575,1764,10,1
4575,3760,8,7
242,242,3,1
4533,4533,6,8
4581,4263,6,8
1766,3904,10,6
4642,4642,9,5
2953,2953,6,4
3415,4411,5,5
692,692,7,6
297,2638,6,5
2232,1589,3,6
2380,2380,9,6
3555,1918,5,5
562,562,4,2
4431,4431,6,2
1392,2108,3,10
1600,1600,1,7
4575,4575,1,5
2139,506,4,9
1588,3772,3,6
718,718,4,7
2958,2365,3,4
184,1839,7,7
4642,4642,2,7
4373,4373,10,10
2232,4659,3,5
4707,4707,2,2
3895,4883,2,4
4642,4642,6,5
2139,1899,6,5
4550,3586,6,1
1049,1049,6,7
4216,882,7,4
2958,2282,4,3
2831,540,7,3
1605,3337,2,1
2816,3966,4,7
2139,4003,5,3
4599,135,5,9
750,2361,2,4
3453,1423,1,8
3477,2060,3,10
4015,3450,10,4
1339,2304,3,2
4701,2849,2,8
4225,3727,10,4
3569,4849,8,5
4969,4969,2,2
3880,3880,9,9
4108,1249,5,4
2139,2204,2,5
4225,4225,3,9
700,700,5,4
4016,2049,1,10
2807,2306,8,1
516,516,9,4
2139,2139,10,4
4814,1851,8,4
546,546,5,2
3285,3285,5,3
798,798,9,8
1049,860,5,10
4017,4894,1,8
3204,1960,7,7
3395,782,10,3
1805,3261,10,6
389,2727,2,6
629,629,5,3
3930,3930,3,6
1078,1078,8,5
4625,4625,7,10
3059,3378,9,3
264,264,4,2
1788,1788,4,9
1520,4503,8,3
4642,1050,3,10
331,94,1,9
1047,2092,8,8
3569,3876,9,9
4751,4751,1,9
1932,3498,10,3
2953,188,6,1
4383,351,2,4
3555,3501,8,4
2378,1945,8,3
906,906,6,7
1049,2756,8,1
4015,296,1,7
1075,2975,6,1
2958,3951,5,7
1520,4107,7,1
336,3209,2,3
4575,1465,6,5
353,2220,6,5
4834,4834,6,8
1049,3597,2,3
2139,378,9,3
4414,3965,5,4
2007,4734,3,5
4357,4029,4,5
4056,1280,9,6
3233,3233,1,8
4498,4498,5,1
2816,2816,9,10
3229,3400,9,2
1279,300,9,4
2559,2798,3,6
2953,3519,2,1
57,57,9,9
1177,3197,4,8
2809,3110,10,8
2570,1489,3,4
4097,4288,3,9
4707,4669,2,4
1049,1750,9,5
4575,4391,8,3
2919,369,8,1
2953,2953,10,1
4702,4702,8,6
518,602,8,8
620,3434,3,10
4097,4097,9,8
1148,3582,2,4
4193,3796,8,5
1672,3611,2,9
4333,6,6,6
2293,572,1,7
906,906,4,10
4642,3008,1,9
4357,377,8,10
3909,525,9,8
3789,2655,5,1
4413,4413,7,9
2872,2872,4,7
2974,2974,2,3
4374,3824,4,8
3869,1517,10,7
1807,4570,9,6
4665,4665,4,9
3697,1096,5,2
1279,1279,2,2
511,97,3,2
4531,4531,5,8
1049,2984,8,9
3239,3239,4,5
765,2835,2,9
2953,2953,6,10
4051,1519,4,10
1895,1895,10,1
3233,4268,6,1
2055,2055,4,10
2319,1332,7,8
4400,4661,6,7
2945,3670,3,9
4718,785,6,3
3371,149,6,7
1095,1095,6,1
242,1748,3,2
4653,1354,2,2
688,411,4,8
2448,1743,8,7
1049,1722,7,2
236,236,1,9
1049,1446,5,5
2331,2331,8,6
2946,3151,10,5
620,3781,4,5
3322,4917,9,3
1049,2031,3,5
2816,2623,4,1
2501,1677,5,8
3195,4081,9,9
3204,601,10,2
1301,1301,10,4
543,2229,9,3
4597,4274,7,6
1119,1628,1,5
2999,1656,7,8
3195,4061,7,10
1534,4200,1,5
2570,2570,4,9
916,4441,9,9
2139,437,10,9
3371,1258,6,4
2279,2279,4,4
30,3607,5,4
772,772,4,1
2139,2139,10,7
3279,3482,10,5
3090,3090,9,10
2092,2092,9,7
4016,610,2,5
1685,4418,2,4
4707,2263,3,5
3074,3074,1,7
3869,4230,8,1
2331,633,10,3
1672,2846,8,6
326,1379,9,1
3550,4447,6,10
562,562,5,1
749,749,4,4
1049,4089,3,10
713,862,5,7
2974,1476,2,7
1125,1125,6,4
3140,4367,4,10
2953,2953,4,5
3900,1908,3,9
2194,4520,8,9
2778,4461,7,4
4707,4707,8,7
847,847,7,6
4335,1403,4,4
4575,759,10,1
3642,3642,6,5
620,86,6,4
4642,4642,7,9
542,542,1,5
2816,2816,10,10
1049,1049,7,2
3470,413,5,2
208,1762,2,10
3140,2828,5,5
625,4935,7,7
4801,1468,2,3
3833,4082,1,10
620,620,6,10
3143,549,2,2
568,3726,3,8
3665,3665,10,6
548,2829,7,9
3833,3833,7,3
2139,2139,4,10
4981,4981,10,7
1553,3416,8,4
4707,2371,3,10
17,2030,10,2
2139,2079,10,7
4319,4319,9,4
1638,2937,1,4
4480,3355,10,6
2291,1990,10,8
3939,1584,5,9
4789,1953,2,9
436,1892,9,8
2139,211,4,7
1652,740,5,9
1049,1049,1,3
4707,1860,8,1
3274,3274,9,7
4642,628,1,2
4648,4648,5,2
1095,1095,6,4
3939,2102,6,1
4979,195,3,5
297,297,9,4
3274,3274,2,7
3496,3985,4,1
4225,1749,4,10
2603,2058,5,2
1416,1416,6,7
777,4037,1,9
2605,3484,3,4
1245,3066,9,3
1936,3674,2,8
2234,1012,1,5
60,60,2,8
60,60,10,3
1945,3579,2,3
2523,1624,9,7
4216,4578,9,7
516,516,10,3
3224,3180,5,1
3972,4390,4,5
3789,292,9,3
2139,3632,5,3
906,455,8,3
2559,2559,3,4
724,316,3,6
3697,4776,1,3
3477,3477,9,2
625,3827,10,3
1279,3192,2,6
1685,3891,3,5
3438,4583,3,5
1049,1995,9,6
310,3964,8,3
3349,1226,2,6
3496,1320,10,5
3091,2832,7,2
4575,3272,3,3
3276,40,2,8
2289,1431,9,3
2642,1040,9,6
1962,797,1,9
4642,4642,5,5
3800,3325,5,1
2690,2690,2,5
1049,1875,7,9
208,208,9,4
4354,1728,2,5
3233,711,6,3
699,699,8,9
1708,1708,7,2
14,2881,10,7
2139,1970,7,5
2024,9,3,5
4292,4292,8,3
1049,4640,7,3
4448,3445,4,9
605,3595,6,5
2831,1649,6,1
1049,3722,9,5
4697,2885,9,4
2139,2120,2,3
1409,1388,6,10
861,861,1,1
1591,1591,3,8
3693,534,8,10
3477,3477,10,6
3309,3200,5,3
869,4900,8,7
4151,58,9,10
4216,4216,9,6
4707,2672,5,1
4533,3877,2,3
4498,4498,9,3
1674,1674,8,9
4642,4642,8,2
1049,1049,9,8
2122,3205,4,2
3438,3288,5,10
60,60,1,2
601,2519,10,3
331,1231,9,6
3555,3555,10,4
3969,3139,5,6
17,17,2,10
1049,1049,4,4
1274,2597,7,1
4078,1513,1,2
1788,1788,7,1
334,3552,5,4
4755,622,3,10
264,264,4,4
2139,3353,4,10
1076,1240,9,4
