source,target,weight_1,weight_2,weight_3,weight_4
1,1,5,8,7,3
289,590,8,6,7,1
10,744,9,5,10,8
609,609,8,7,7,9
872,46,5,6,10,10
953,401,3,10,2,5
267,615,1,7,8,5
35,943,3,7,8,9
912,912,8,1,3,7
17,952,10,6,9,1
261,494,6,6,1,7
452,883,9,2,2,10
118,809,7,8,2,7
125,125,10,2,4,3
659,633,4,10,5,9
819,279,1,8,3,1
597,597,8,4,5,5
200,200,1,10,6,4
10,184,7,6,5,6
10,959,8,2,2,10
200,966,4,10,3,8
143,418,7,6,5,3
988,988,8,4,8,6
813,813,4,8,9,5
599,507,10,9,2,9
572,572,9,1,1,4
10,10,2,2,5,1
879,879,9,8,9,7
118,118,8,1,6,7
344,797,6,10,3,8
664,612,5,5,9,1
405,705,5,10,7,5
86,86,6,2,7,10
861,540,2,4,9,7
35,406,1,4,9,2
537,469,5,6,7,6
836,836,5,3,7,2
479,190,5,9,7,1
268,268,6,6,1,2
266,266,5,5,1,1
365,561,10,10,1,9
717,752,7,7,6,6
568,553,2,3,2,3
796,796,6,5,8,2
35,881,7,7,9,7
797,326,9,3,10,10
236,23,7,3,10,8
10,10,8,4,2,1
847,547,1,8,10,1
650,704,3,1,5,6
273,802,5,10,7,1
436,436,5,1,7,8
836,165,8,8,7,2
953,25,2,2,8,10
88,711,3,2,5,2
59,454,5,3,4,4
10,10,8,7,9,2
10,10,10,5,6,6
35,725,7,6,8,3
770,231,9,4,9,10
112,221,5,3,3,1
457,425,8,2,9,8
620,251,2,8,4,1
18,713,9,10,7,2
675,675,10,4,4,6
18,407,9,10,9,4
586,913,5,9,10,3
604,604,3,6,4,7
543,543,6,6,2,3
81,679,3,6,5,7
18,132,6,6,3,9
124,697,3,10,6,8
10,366,9,10,2,2
720,936,6,10,5,4
10,10,9,7,4,10
493,493,8,4,3,6
495,495,10,4,1,2
18,854,10,2,3,4
666,477,6,3,1,6
936,611,4,10,6,4
819,637,8,1,1,8
836,886,1,8,2,10
436,815,7,6,8,2
185,211,7,10,3,4
880,226,9,9,3,7
199,995,2,9,7,6
3,316,1,9,3,4
814,252,4,6,6,7
322,353,3,5,1,1
363,665,9,9,7,8
589,19,5,2,7,4
388,388,9,9,3,7
35,35,1,3,3,5
770,770,5,7,1,7
824,940,6,3,10,5
235,845,1,4,9,4
10,10,2,5,9,7
35,474,6,10,9,6
18,501,1,7,8,10
289,79,4,2,10,8
10,853,7,9,2,5
387,209,5,1,4,1
604,189,8,9,5,5
695,695,1,9,1,3
315,172,2,10,4,7
957,957,6,7,5,8
292,45,2,10,2,2
10,619,4,6,1,7
436,436,8,4,9,5
10,461,1,2,10,1
86,160,5,8,4,5
869,91,10,6,7,1
589,589,8,1,2,9
12,12,6,2,9,10
10,826,8,1,10,6
650,650,1,6,7,6
103,348,9,3,7,10
957,4,10,3,7,5
226,320,4,10,2,3
200,200,1,5,7,2
897,897,9,6,10,1
261,261,5,1,5,5
143,709,4,7,3,9
572,310,2,1,5,9
288,842,3,5,10,6
938,938,3,9,7,1
902,56,4,7,3,2
589,301,7,1,7,1
300,846,3,4,1,6
35,390,9,9,2,2
779,721,5,7,6,8
876,876,5,4,3,7
201,201,5,6,9,10
568,568,1,1,4,3
224,311,5,1,1,9
495,700,1,2,6,1
498,498,10,10,1,4
960,146,5,2,2,3
966,176,2,4,6,9
143,32,1,10,4,4
264,581,4,10,8,9
738,278,2,4,3,3
110,110,4,10,4,2
449,449,5,9,7,8
300,30,10,6,5,9
223,536,5,2,4,4
424,168,6,9,3,8
90,90,9,8,10,5
868,243,10,2,9,7
786,739,5,7,9,2
614,389,4,9,7,6
10,67,3,9,9,4
344,345,10,3,2,5
496,496,5,10,4,10
604,604,1,6,1,4
799,799,6,1,10,6
300,271,10,5,4,4
597,597,1,7,10,7
787,82,7,10,4,4
876,49,10,9,9,8
436,722,9,10,5,8
584,192,7,2,10,3
57,970,3,9,7,10
957,957,4,8,4,3
236,645,8,3,1,9
289,852,7,4,6,7
10,381,2,3,2,2
796,302,8,3,5,5
672,688,6,9,8,10
321,219,6,10,3,1
589,627,7,4,4,10
200,200,3,10,10,6
599,894,6,7,9,8
35,35,7,1,6,9
740,515,10,4,3,8
156,506,3,1,4,2
344,344,2,10,3,9
18,18,9,1,7,2
125,125,2,4,2,4
167,871,3,6,9,3
187,187,4,5,5,2
340,173,8,4,10,4
35,260,8,10,3,9
188,74,7,8,10,7
861,729,5,2,3,5
18,482,1,1,2,3
156,857,6,2,2,9
344,51,4,4,3,9
209,638,9,9,3,8
436,436,1,4,1,7
166,166,6,6,5,8
516,606,10,2,10,6
86,86,9,4,9,1
516,516,4,4,7,7
166,283,10,7,2,1
342,600,10,10,5,10
815,986,5,6,4,1
940,36,6,4,3,3
423,216,1,5,3,2
800,800,7,4,8,3
201,447,5,8,7,4
99,158,8,9,10,7
788,85,3,9,2,9
814,814,7,3,10,4
399,690,6,4,10,4
467,467,10,1,6,9
37,654,5,2,7,4
10,647,2,7,10,8
673,673,6,4,7,8
734,734,10,5,10,9
511,511,3,6,2,10
425,425,5,8,2,5
834,834,4,1,4,3
926,601,8,9,8,4
303,303,8,2,3,10
965,486,6,9,6,6
366,366,4,8,2,10
572,577,6,4,6,10
557,603,8,2,3,2
580,810,5,10,8,7
493,493,4,6,1,2
195,579,10,3,1,5
201,201,5,5,8,3
374,258,3,6,7,8
10,934,1,3,6,9
721,848,1,5,1,10
597,441,5,10,6,4
193,193,8,3,5,4
10,593,10,4,2,5
289,446,5,1,5,7
896,444,4,7,2,1
201,201,1,7,4,6
289,289,6,2,6,2
344,875,4,8,3,5
787,787,9,10,2,10
10,632,1,10,8,10
497,832,3,3,3,8
200,263,7,4,10,2
677,153,5,4,10,6
981,981,10,8,8,3
920,920,6,4,4,8
570,613,3,10,7,5
10,693,2,8,4,1
125,5,6,8,6,8
10,383,2,9,1,4
200,148,7,10,3,4
232,884,1,5,5,4
927,534,5,8,7,9
710,420,8,1,1,3
188,164,4,4,9,8
864,624,8,4,7,1
365,594,8,8,3,6
756,910,3,1,8,3
17,17,7,5,3,3
449,449,4,6,1,10
363,305,4,2,10,9
717,317,2,9,2,7
331,306,7,2,2,5
268,685,9,6,6,7
467,773,5,1,7,10
516,516,7,4,10,2
10,72,1,4,5,4
381,196,8,5,7,7
18,357,10,2,4,9
118,503,8,10,10,7
10,925,6,1,10,10
10,410,1,9,8,7
261,980,2,4,5,1
10,248,6,9,7,1
614,434,9,4,4,9
10,781,8,9,10,4
503,955,4,6,6,5
799,799,8,3,2,4
758,758,1,2,6,4
717,859,9,9,2,7
409,490,7,8,2,4
35,171,10,1,3,5
455,455,5,2,9,8
464,730,8,4,8,6
193,605,1,4,7,8
