source,target,weight_1,weight_2,weight_3,weight_4
2139,1389,8,7,9,6
2816,397,9,8,6,6
3555,3555,9,5,5,10
357,2949,6,5,6,5
270,1740,6,6,2,3
1049,1566,1,6,7,7
2139,4487,10,3,2,4
4097,1746,7,9,6,10
597,597,2,4,3,3
4642,1612,4,3,10,6
2219,131,2,1,3,9
1049,226,6,8,2,7
2322,274,4,8,5,10
4642,4642,10,2,2,8
1049,1049,5,5,5,3
1049,4576,10,6,4,7
1049,1049,3,2,1,8
3134,3878,2,4,1,8
1049,1049,7,8,9,9
3895,4748,4,1,6,10
3569,451,5,8,1,9
3140,3140,5,1,9,1
2184,3043,3,1,2,3
17,17,1,3,6,10
846,1316,10,1,9,3
1049,2440,3,6,4,6
3427,390,3,7,8,6
4707,4707,3,9,5,7
1049,1890,8,10,6,4
4642,3268,6,1,8,10
1520,1520,6,10,3,6
3550,3550,6,2,4,9
1972,4607,4,5,2,6
620,2981,1,4,3,4
3550,912,8,7,8,4
2986,650,2,9,8,7
1049,4065,7,6,10,5
2961,2424,6,10,8,9
1553,3220,6,6,6,8
2579,2579,1,2,2,7
3140,1399,1,2,2,7
846,846,5,8,5,7
4642,4642,2,1,8,1
2015,2015,3,9,7,6
2643,2643,8,8,2,10
3833,2717,10,5,6,4
1049,617,1,7,7,4
2753,233,5,4,10,9
2393,2552,6,6,4,3
1192,1503,3,10,10,5
1047,1047,10,1,5,1
17,4022,4,8,2,3
326,1378,2,5,2,5
2595,2595,8,10,7,10
3027,3027,5,2,3,8
2077,2055,4,9,5,8
2816,696,8,8,2,3
327,327,6,9,5,4
1871,3932,2,8,5,9
4431,535,1,8,10,5
4151,1056,4,1,10,4
2289,3375,8,2,6,2
3789,237,8,5,3,3
3550,3260,4,8,1,9
1871,1902,1,2,5,7
2139,2653,6,2,10,3
1478,305,1,6,5,7
1725,3636,4,2,3,3
1049,2852,4,4,2,7
1318,353,10,9,2,1
1553,1094,2,10,10,6
1049,425,4,5,8,4
2448,4098,10,8,5,1
3697,4680,4,8,4,4
2953,2587,4,3,4,4
1049,1049,10,7,2,6
1049,3825,6,2,6,9
1807,1807,9,5,3,5
1049,4764,4,2,7,5
4642,4642,10,8,1,8
3027,3567,10,9,1,6
4642,1337,6,1,1,6
389,3194,1,10,9,2
4642,4642,10,10,6,6
4751,3535,6,10,6,6
4357,4357,8,4,9,1
4448,2272,4,7,2,6
4225,2933,9,1,2,10
4016,984,4,5,4,1
2139,4504,5,6,9,1
1049,2359,6,5,2,6
3693,3693,9,10,10,7
2250,2250,2,8,9,9
764,3276,10,3,2,7
3718,470,9,5,2,7
4097,2396,1,1,5,3
620,620,1,1,7,6
2279,1791,4,10,9,4
1049,3791,10,10,9,2
1685,4471,5,1,3,6
1049,692,3,10,3,9
3260,497,4,6,10,3
2515,71,4,3,9,4
4357,1792,8,9,2,2
3146,983,8,6,8,10
3140,702,5,1,5,8
1478,2794,9,8,10,1
4707,1301,3,6,3,4
2579,2579,3,2,6,3
3784,4321,1,8,5,5
4042,2801,10,6,5,4
17,1965,7,4,6,5
3347,3347,4,2,4,1
1685,3379,4,9,3,3
2139,2139,8,1,10,8
546,1180,4,7,8,7
682,3506,9,3,6,3
3697,2874,5,1,7,6
4043,4819,7,2,1,4
4097,916,9,7,10,2
4642,4449,4,3,8,1
1049,3495,2,6,3,8
3211,3211,7,6,6,1
4642,4642,1,4,9,6
4240,2945,4,2,3,3
1282,4635,3,6,9,3
699,4870,10,3,6,9
849,4746,7,10,9,9
48,2134,2,7,4,10
4681,695,10,4,2,3
1887,2726,5,10,6,8
1575,1805,4,10,2,3
389,3331,3,6,1,2
1049,1049,8,1,10,1
17,3659,8,7,2,10
1049,1049,4,1,10,4
1049,2696,3,10,4,10
1060,1060,7,10,9,7
3091,3091,3,8,1,9
548,1232,5,8,1,1
511,4955,3,6,8,5
1766,3458,6,3,2,5
4597,2778,1,2,1,10
3074,3074,5,1,9,10
4575,4575,10,5,7,2
4097,55,6,8,1,8
3037,1420,10,10,4,8
3550,854,9,2,10,8
4448,507,8,6,6,8
4642,4067,5,6,1,8
1049,3629,10,4,5,7
4688,3336,9,3,3,5
3869,902,8,10,1,6
3766,2642,10,10,7,10
4550,4550,3,10,4,2
3260,750,4,2,10,5
1773,4547,1,5,1,10
4707,4707,6,2,5,1
2345,440,5,10,8,4
2139,2139,10,10,8,7
511,139,10,5,5,3
1049,2594,10,3,8,10
1520,1520,1,9,4,5
906,2797,8,1,1,9
1824,1824,2,5,6,1
4314,595,8,8,8,2
4162,354,8,4,8,9
1049,2054,8,7,4,5
59,59,9,2,5,5
699,1523,8,7,6,6
4920,336,1,6,7,10
1049,1049,6,1,4,9
3322,3322,3,8,10,3
3091,186,9,5,8,8
438,438,8,7,7,2
3895,758,9,10,1,1
4581,1381,4,9,1,2
1491,1491,5,1,4,5
3716,3716,2,10,1,7
4151,1260,5,1,9,8
1049,4164,9,9,6,8
1374,1672,4,8,5,8
4225,779,6,4,8,3
1049,1049,7,7,9,6
2372,1579,7,6,2,7
3233,3405,5,9,1,10
1049,1821,10,3,10,9
710,710,4,7,1,1
3211,4763,3,4,2,9
550,4426,6,3,6,7
3254,2135,4,9,1,10
2875,363,7,7,2,5
4642,4757,9,8,8,9
620,620,3,4,1,6
2302,4992,8,10,3,3
4085,4207,7,5,1,8
4597,1245,9,6,8,6
3477,365,4,7,10,7
3833,1070,1,9,2,9
4650,4650,10,10,6,7
3453,3420,10,7,3,3
4707,2323,3,5,5,2
4969,4969,3,1,6,9
1936,1936,6,8,6,8
57,2685,8,4,6,9
3470,566,1,7,9,3
3880,3880,7,8,1,10
2250,2250,3,5,10,3
1049,748,1,5,7,7
2359,1220,6,2,7,5
3405,4755,1,9,2,1
2831,1556,10,5,3,6
3878,1479,5,3,1,10
650,650,9,3,1,9
1807,848,1,3,1,6
2953,3840,10,8,5,7
1491,1716,3,7,1,10
1049,1049,1,6,5,10
1060,3143,6,1,6,3
17,17,8,7,1,6
3395,3395,9,6,10,5
1049,1049,2,7,10,9
2272,4445,2,10,1,10
4448,2012,9,6,3,10
2559,2559,10,2,10,8
2362,3466,5,1,1,3
2139,3132,1,3,8,4
4739,3371,8,7,7,6
2183,2183,4,7,7,9
1807,1807,5,9,2,2
1612,1612,1,4,4,1
4448,4448,8,4,5,9
2302,3911,7,8,8,1
2958,134,7,2,4,5
2958,4921,4,1,9,5
2958,587,5,10,9,7
4642,2469,9,5,2,1
3233,657,3,7,2,2
4400,4400,8,3,7,7
1553,3988,8,1,5,10
1871,4118,10,9,7,5
4431,2572,1,8,5,4
2139,4296,9,5,10,10
4276,2084,3,10,7,2
3962,3561,2,2,6,6
791,791,10,7,10,9
2141,3121,3,2,2,1
550,196,3,9,6,5
2831,2271,10,7,6,2
2515,2515,6,9,6,3
2515,2193,7,5,10,4
4240,957,10,8,9,7
4642,4419,2,6,7,7
1700,4258,5,7,6,2
1049,1049,6,1,2,5
4642,4044,3,4,1,4
4225,4225,10,3,8,10
3379,3379,1,6,8,10
2141,2141,4,3,6,6
2139,2139,9,8,2,10
4240,4240,8,10,4,8
620,4157,5,4,2,1
2953,3998,1,4,8,6
597,2573,5,10,3,5
2953,3529,3,8,9,10
507,718,3,6,4,4
4642,2747,6,6,9,5
1685,2293,9,3,6,4
1049,2338,10,5,1,3
4642,1963,9,8,10,8
2139,1437,10,1,7,10
1684,993,3,9,7,4
3035,3035,6,2,1,2
3453,3452,3,4,4,8
1060,3024,7,7,3,1
2605,2605,10,4,1,2
4314,4314,6,5,3,1
700,700,2,2,5,4
2953,2953,8,7,1,6
4372,543,7,10,7,5
1049,1049,9,6,10,5
4642,4642,8,3,1,10
4042,4377,6,6,3,8
34,34,6,3,9,2
120,3776,4,9,3,6
1049,342,5,6,4,9
4635,164,2,5,3,1
4642,905,5,10,3,10
2953,4641,5,7,9,7
2139,2610,9,7,2,7
2792,3644,2,5,2,5
2055,2795,2,9,10,1
906,906,6,1,9,7
3406,4125,6,7,7,1
4755,4755,4,4,3,2
1936,1936,2,4,7,9
1049,1243,5,8,2,9
59,59,1,4,5,10
4642,4335,6,1,1,4
1049,1049,5,4,5,2
4448,3539,2,1,9,2
331,331,3,5,5,4
798,4516,10,6,3,1
1049,1783,10,5,4,3
4524,3264,6,10,6,4
4642,4675,9,4,10,9
1672,4464,7,7,2,6
4498,4498,6,6,5,1
3427,4814,2,7,1,6
3505,3775,3,1,4,7
1279,1080,4,4,5,10
3154,4689,7,3,8,3
777,490,7,6,1,9
1049,1111,9,2,10,9
3204,4631,2,1,7,9
2783,4063,8,9,4,9
2279,518,4,8,4,4
2559,3176,1,7,9,8
1392,1392,4,2,4,5
2139,1866,6,9,1,6
1049,720,5,9,5,9
1049,3493,6,2,1,10
2726,4686,10,6,1,9
2958,3973,1,9,4,7
2139,2139,7,1,6,9
488,488,7,7,1,6
3493,3493,5,10,4,10
2872,2872,10,7,2,8
2875,1351,9,6,3,7
2141,1739,1,1,4,8
868,868,7,3,5,10
3195,2291,4,6,9,1
692,4582,6,7,6,6
1773,1497,8,10,7,3
849,2387,2,2,7,1
688,688,1,6,4,5
2953,1463,1,2,1,6
4707,571,6,10,10,5
310,1460,2,5,9,4
3716,3716,1,5,6,7
4665,4070,5,5,3,6
2953,962,1,5,7,2
14,2560,5,10,3,4
620,3576,9,3,7,2
1049,1157,8,9,10,4
1612,2864,4,9,6,2
440,2097,7,9,9,3
4589,2401,5,8,7,3
1588,1588,3,5,2,4
3395,2868,4,6,10,4
3909,3909,8,4,1,3
1049,3090,10,3,3,1
34,3563,4,2,5,7
1520,570,3,9,9,7
3276,1703,2,6,6,10
1049,4247,3,5,2,5
2139,2139,5,6,1,4
3697,412,10,5,4,5
4055,4055,2,10,9,8
2839,2839,7,1,9,3
2139,2139,10,9,9,9
2289,2289,6,3,10,7
1652,1652,4,4,9,9
1245,3281,6,4,6,7
1877,1877,10,8,5,4
2182,1609,3,4,8,3
4151,1319,9,1,5,2
4707,744,7,7,6,8
2831,1989,4,8,2,3
1049,463,7,4,3,4
2083,3657,5,7,8,6
3366,2467,1,6,7,6
1049,4492,1,10,5,8
4097,4097,1,3,10,3
4751,4060,5,10,8,10
4332,4343,4,5,9,8
1766,1766,4,1,7,6
2570,2570,8,9,10,6
4706,2500,5,6,1,10
2106,2106,7,8,10,8
1534,4636,7,7,7,4
3693,3693,8,10,10,6
3550,2757,10,5,6,8
557,3643,9,2,3,2
4642,3084,10,2,5,6
3091,3091,1,8,8,2
4357,1738,8,7,8,2
1049,4006,5,4,8,3
4498,1317,3,3,4,4
692,4788,10,5,1,2
4225,4225,5,2,1,5
1767,1767,2,1,1,5
1064,4799,3,7,1,7
3505,1634,8,5,6,2
4755,1338,1,6,9,2
4225,901,7,8,3,5
1049,1049,3,4,2,4
3260,3260,7,8,9,10
1685,1685,10,6,9,10
3697,3697,3,7,7,6
4597,2095,8,7,6,4
1685,4826,4,8,3,1
1672,3201,9,9,8,9
1049,1049,9,10,6,2
3140,3140,6,8,7,3
2559,2559,1,7,2,9
3900,4137,1,3,4,5
4314,625,4,4,1,4
4597,4597,4,5,8,9
868,868,6,9,9,9
389,2061,1,8,7,2
2845,2845,2,6,4,7
2809,30,9,9,3,9
389,476,9,4,6,3
4164,232,2,2,5,7
297,3266,6,3,1,6
4934,3744,4,9,1,1
4207,1876,10,4,8,2
868,113,7,10,4,7
1245,1091,3,5,8,7
1685,1397,8,3,9,8
2831,2831,6,4,8,8
2106,222,6,9,6,7
2958,3011,3,7,1,3
1553,4517,5,1,3,9
4550,4550,7,3,10,9
2139,240,5,4,4,5
3091,2670,6,4,9,1
4314,1426,4,9,5,1
1049,1049,8,9,8,10
906,175,1,2,10,3
4788,1428,2,10,3,10
471,471,4,4,2,5
3550,3550,3,6,5,8
1232,1232,4,5,10,5
983,3960,4,5,4,10
1936,1936,5,3,8,3
4642,4801,8,7,8,2
2106,3069,4,2,5,5
2230,2230,2,4,4,6
4707,4078,3,1,10,10
4292,4292,5,4,1,1
2559,2559,5,6,1,5
3274,3274,10,2,3,7
1049,1049,8,10,10,8
4642,2781,4,4,10,8
1049,4187,7,4,8,10
326,1132,4,9,9,6
3111,1926,8,3,9,3
3555,3555,9,4,4,9
868,868,5,8,10,8
718,4266,9,3,3,5
4216,4216,5,2,5,1
389,1651,3,8,6,7
515,3344,7,2,3,8
71,3487,5,2,6,7
3341,1068,3,8,4,10
2794,4983,7,2,10,4
2583,2583,4,4,5,9
2279,2632,10,9,3,5
4707,3436,7,10,6,2
3204,3204,5,7,9,9
4642,4642,2,2,10,8
389,265,1,9,10,8
2219,1273,4,6,2,4
4635,4933,6,10,6,10
4225,4225,3,2,6,10
3789,3441,9,1,1,2
3555,3271,3,3,4,8
5,3811,7,8,3,3
3453,3453,5,4,9,9
4597,4086,8,10,1,1
4448,523,4,4,2,5
2839,2839,6,8,3,7
2408,2408,9,9,2,8
1049,1801,5,5,8,3
3973,1398,4,4,3,3
706,1350,4,6,4,4
2986,4898,4,6,7,5
1672,401,8,7,2,5
2408,2729,3,4,3,1
3693,2608,9,3,3,4
831,831,6,6,1,8
3693,2072,9,10,9,5
1049,1214,4,3,5,9
2156,716,5,9,7,10
1492,1697,7,2,7,3
1416,3431,7,3,10,7
3233,3797,3,10,9,2
357,1443,3,10,7,3
3438,2238,6,2,7,10
854,4374,3,7,4,4
1049,3149,4,9,1,2
1520,3212,5,1,6,5
2139,2295,2,8,2,6
1700,1700,1,9,1,3
2622,2622,8,3,7,3
2816,3892,4,2,6,1
699,3969,6,5,9,7
3111,4131,3,5,2,7
3204,1968,2,5,2,5
3869,4327,3,8,2,2
511,511,8,4,2,2
710,788,5,2,9,7
17,2155,5,5,3,1
3233,2290,3,8,7,7
4575,1867,5,6,8,8
302,302,2,2,7,6
1520,1520,1,8,9,9
2289,4782,9,2,7,10
4642,3737,8,1,1,1
4063,4234,9,1,8,2
1049,3551,1,7,10,6
4642,4554,4,7,4,6
4707,2267,9,4,5,4
2139,2139,4,6,2,5
2627,4712,4,3,1,5
2139,1698,2,2,10,3
4642,4642,7,1,3,7
2323,2323,4,7,10,3
1560,4984,6,5,5,10
2852,2852,5,6,9,9
1807,4727,10,7,1,6
3453,3453,9,8,9,1
4707,3813,7,6,5,6
1425,272,5,9,9,3
3995,1409,7,2,10,7
4006,1533,3,8,5,10
749,749,4,4,8,8
2953,605,9,5,10,1
4225,4225,10,6,5,8
2139,360,8,6,10,9
1001,2417,5,10,6,1
2816,1307,1,7,4,6
3254,2902,8,9,9,3
4449,3403,10,5,5,6
1936,355,5,1,8,1
4097,2609,8,8,1,1
564,1160,4,5,7,1
3833,3833,8,7,3,4
4565,4565,6,8,2,4
3074,3518,6,4,7,7
3497,4322,10,10,3,9
706,79,4,1,9,10
3279,4988,9,10,5,8
1534,3349,8,7,1,7
4575,1470,2,9,8,8
4653,4653,10,2,1,7
1520,1520,9,1,2,7
3671,402,10,8,8,8
847,938,5,10,3,5
17,2538,6,8,2,1
4431,3321,1,6,10,3
562,4875,5,8,9,1
1392,1392,7,6,7,1
326,4092,10,4,8,1
1409,1409,4,9,4,8
1877,1877,8,10,2,1
17,17,3,4,10,1
4706,2080,10,2,3,4
2302,2411,2,5,10,9
3795,49,3,9,6,5
2690,2690,5,6,7,1
2345,3978,1,6,2,2
1894,1894,9,4,10,1
4357,3575,2,6,4,3
1049,4051,7,4,5,5
4448,1115,7,9,9,3
1553,2529,6,3,5,10
1716,2075,10,5,10,9
1064,2429,10,3,4,9
3091,2607,8,5,7,8
1049,1400,1,1,2,4
3576,1619,2,7,1,5
902,1500,4,4,6,8
4642,2167,2,10,5,5
1049,3741,5,8,8,8
4706,3912,3,9,4,2
4674,3719,7,5,3,10
3880,4479,2,4,2,4
1503,1179,5,1,6,3
2293,3734,9,2,7,1
3789,3026,6,8,6,4
2538,2016,3,3,9,2
4400,4400,10,7,8,9
1526,1526,9,9,9,2
4642,4642,6,10,4,6
3555,3555,7,6,9,3
4406,4105,4,10,3,4
1049,1049,3,10,4,4
1049,1219,4,8,6,3
1049,1049,8,6,6,7
2139,3352,6,4,4,1
3074,4495,8,7,4,3
1437,2505,9,7,2,9
1520,1520,6,2,4,1
4707,4844,5,5,4,3
3741,2225,5,9,7,2
1871,1683,2,3,3,8
3697,3697,9,4,10,3
4665,1181,2,3,8,8
4400,1342,4,6,9,1
389,389,4,4,7,7
3789,1027,8,4,7,5
2816,2816,3,6,2,3
2139,2139,4,3,6,3
1049,2581,6,10,4,3
518,518,10,1,3,5
2831,4279,2,6,8,5
4399,2466,8,4,5,6
620,620,9,7,3,6
1049,4841,5,10,4,5
2139,2004,9,9,6,1
2139,2139,10,5,3,3
902,4298,10,1,9,4
208,4193,9,8,7,8
1049,1678,8,10,5,4
2724,2724,5,9,9,4
1365,3224,5,9,1,4
868,868,1,9,6,7
4480,866,7,3,3,7
1651,1651,2,10,5,3
4642,1038,2,9,10,8
17,17,5,6,9,10
4855,3507,1,9,9,9
1121,102,3,3,6,3
3960,3960,6,5,8,3
1049,4869,8,5,10,7
2139,2974,1,8,5,8
606,4196,7,5,7,9
2141,1275,1,4,8,5
2579,4958,6,5,8,9
3995,2383,6,9,8,10
4575,166,8,6,1,3
1049,1146,5,6,3,4
4707,4707,1,3,2,1
1049,468,3,6,2,7
605,4511,6,8,2,1
4653,4702,4,4,2,10
85,1031,2,2,3,1
4575,931,5,4,6,9
3880,542,3,1,3,1
777,447,8,4,1,10
4697,4697,6,4,7,1
3555,1490,8,1,1,6
4969,4969,10,10,3,2
3204,536,8,9,10,6
2219,2331,6,2,7,10
17,17,4,1,10,8
82,1184,1,4,4,4
657,4658,8,7,9,10
3279,3279,5,7,1,5
1560,3309,8,5,10,2
1864,3208,7,4,8,9
2964,2964,6,4,9,10
2313,3646,1,6,3,10
1047,774,2,8,3,9
134,2328,2,9,2,7
1049,1049,9,4,9,1
3646,3875,8,3,3,3
1049,1049,5,10,1,5
3880,756,3,8,7,1
4216,4854,4,1,3,5
2011,4726,10,10,7,2
844,4094,1,3,4,7
2816,4375,3,7,4,2
3505,1411,10,5,3,7
4597,1039,3,2,10,7
1936,1932,8,4,3,9
3546,3546,7,10,5,4
1902,1902,9,3,5,5
2816,3815,8,7,5,8
4642,3287,5,1,4,10
2945,2945,1,9,10,10
4969,4969,3,9,8,3
1871,4648,9,5,6,9
4097,4097,3,9,8,4
2958,2958,1,2,9,4
3406,3406,8,3,3,10
564,2189,9,4,5,4
1534,2478,2,5,6,3
906,4769,2,2,5,3
164,971,1,7,3,2
2690,3881,4,7,3,7
1301,1301,3,4,1,7
4707,804,9,4,4,5
14,2447,5,10,9,10
336,3793,3,9,2,6
3718,1014,1,2,3,7
1902,487,8,3,10,7
4943,4943,10,2,1,6
14,14,3,3,6,8
4575,2880,3,4,6,10
1871,4433,5,8,2,10
4788,541,2,3,9,8
968,968,4,1,2,2
4707,4564,4,9,7,3
4315,880,10,3,8,4
2139,3177,3,5,5,2
1528,992,7,10,10,7
14,4054,4,7,2,10
4151,3425,4,2,9,10
82,2899,10,1,5,10
270,1896,8,8,10,2
2858,2858,6,9,3,3
2293,4990,5,5,3,4
4642,1838,3,9,4,6
389,485,4,3,1,2
4374,3763,5,8,4,6
1871,529,4,8,9,2
4400,1529,8,5,10,6
2141,335,3,9,4,5
4707,4707,1,9,6,2
4553,4553,1,7,9,3
1279,1279,1,3,8,7
1049,4808,2,6,2,5
2289,1806,8,10,1,8
4597,4901,6,5,4,1
3091,824,1,5,9,2
750,1751,7,3,7,5
4707,4707,9,1,8,9
4098,4098,1,2,1,6
1049,1049,7,8,9,10
389,4299,10,4,10,1
4225,2287,5,9,3,2
2291,4615,10,10,4,4
2958,883,9,10,4,10
1871,1441,4,4,3,9
518,3258,3,4,2,8
2345,2345,8,10,10,10
3962,4866,3,7,8,9
3697,4649,6,7,5,2
1180,1180,3,7,4,5
4979,1380,5,9,4,5
4298,4298,3,7,5,4
1553,3399,3,10,5,1
2559,1065,3,10,1,10
2515,2515,3,8,2,2
1049,3314,6,1,7,5
1902,1902,7,5,8,5
3195,3195,2,10,4,3
1788,1788,4,5,7,6
941,2107,8,1,6,6
4460,1578,3,8,3,3
3331,4050,8,4,2,8
625,625,7,7,10,6
4757,359,2,7,10,4
4383,4519,10,9,7,2
389,1508,5,7,6,5
1049,1049,5,6,7,7
2872,3499,9,1,3,1
1511,250,4,1,2,6
3274,2967,4,9,8,6
4707,4623,4,8,8,3
3322,3322,2,8,5,5
3716,4001,4,5,9,7
1279,1238,10,3,6,6
3813,3787,4,9,9,8
355,3172,3,4,10,5
4098,4098,10,1,8,8
3909,3909,3,4,5,5
2653,2653,6,8,6,5
242,4376,9,9,6,1
2448,2617,4,5,6,3
620,3952,4,5,8,4
2141,3753,2,8,8,8
4352,4352,9,7,5,1
14,14,10,6,3,9
3470,1841,9,9,5,5
242,29,9,10,9,6
2139,2139,2,3,5,3
1540,1540,1,4,1,2
2747,598,1,3,8,7
4065,4065,9,4,2,9
3415,4307,2,10,1,3
3037,4540,1,2,10,6
4653,1257,10,1,7,3
3699,832,8,6,8,8
2858,4337,7,3,1,8
905,1610,1,4,9,8
4869,2007,5,2,5,9
1491,1491,3,5,8,10
979,444,1,4,2,8
3789,1939,1,2,3,9
801,4831,9,6,4,10
1553,1553,10,2,1,6
2523,4412,2,8,3,1
1049,2311,2,1,7,10
906,906,4,6,1,1
1301,3540,1,8,5,7
2139,2139,6,8,8,7
4448,2703,5,3,1,6
4119,3473,9,3,10,4
891,891,7,6,2,4
4119,4119,7,2,5,10
1626,1626,1,4,7,1
1917,1917,7,5,8,6
1703,1418,9,3,3,10
2643,3283,10,7,10,5
4357,3802,6,7,9,3
2690,4614,10,9,10,1
186,186,10,9,6,5
60,60,1,8,1,6
710,2259,7,10,5,5
2875,1976,10,7,2,7
4118,2173,10,8,6,10
4697,4697,2,5,3,9
3175,1562,6,6,3,10
4707,1259,5,3,9,4
1566,2834,6,2,9,7
2182,690,3,10,5,1
597,4058,9,6,9,5
4112,212,4,9,5,6
3031,2369,2,10,1,1
302,302,4,1,2,9
4354,3028,10,5,7,6
2953,3560,5,8,7,1
434,4842,1,4,8,3
1958,1958,6,6,3,10
242,4713,6,2,8,10
1425,1425,7,1,10,7
2690,2690,3,5,2,5
389,2813,10,7,9,2
4597,3589,10,6,9,2
22,2326,4,5,1,5
3470,3470,3,6,8,5
2858,2858,8,9,7,2
4642,1283,7,6,10,6
186,186,7,1,9,4
2646,2646,7,10,4,8
22,667,6,6,1,6
4642,3838,4,4,6,10
1049,1049,5,4,4,3
3789,3789,8,4,3,7
1049,1049,7,5,3,3
4653,1987,7,10,8,10
779,735,10,4,2,1
4707,4707,4,7,1,3
60,60,3,8,5,5
2559,1868,9,1,6,9
3194,1865,6,9,9,2
4097,4097,9,6,9,2
992,1538,10,6,4,2
1049,4388,10,1,7,6
912,4691,4,1,10,7
2958,2958,9,8,5,10
389,389,6,6,1,3
1049,3769,6,8,9,8
2690,4272,5,5,3,2
1049,4069,2,4,8,3
1559,1559,9,1,9,3
4056,2892,9,5,2,2
3347,3347,1,3,1,4
2393,4203,4,5,2,1
3279,3279,2,1,4,6
2139,3168,3,2,2,9
4374,4374,8,9,8,8
3155,2837,2,9,4,6
3371,258,6,8,8,10
3477,817,9,7,4,5
3360,4573,7,3,10,5
992,2474,4,3,7,1
3895,163,1,2,5,6
2139,2139,2,3,6,6
3395,4115,6,10,6,10
3693,1827,6,4,2,7
883,3799,3,8,1,8
331,331,8,10,8,2
3371,3004,2,7,9,4
868,1269,2,1,2,2
4575,1502,1,7,9,10
2974,2974,5,2,4,6
3175,1983,1,5,7,10
3146,3146,10,8,10,6
4118,2691,8,2,6,7
4835,4835,4,3,8,8
3146,2024,8,7,8,6
270,3122,8,8,6,2
2964,2964,3,7,10,7
2855,2125,2,8,8,2
4521,2483,3,10,1,8
4527,4527,9,3,6,8
1049,1049,2,4,6,3
54,2972,10,5,9,6
750,972,4,1,10,7
2106,1341,7,3,7,3
4642,4642,4,8,5,1
242,890,3,8,6,1
4788,3158,3,3,8,8
1049,3418,4,9,4,6
2724,3850,6,1,2,6
3539,3539,5,5,10,7
2024,1362,3,3,8,8
1425,1425,5,5,4,9
1049,2190,9,5,2,3
4597,2946,4,10,7,10
4969,4969,3,10,8,9
710,3848,10,10,6,5
4642,3475,5,5,6,4
302,2273,10,5,6,2
3481,2895,6,9,6,2
3274,3274,1,3,9,5
2139,2458,10,1,9,5
1049,1049,9,5,4,4
1177,2021,8,10,7,7
3581,3581,9,6,4,2
1685,1685,10,5,6,3
2313,3229,10,4,3,6
3074,3074,10,8,3,7
2733,220,9,7,7,10
2514,2514,8,2,2,10
1049,1962,1,7,2,9
4221,4221,6,8,9,10
2778,2778,5,1,5,10
30,3239,8,1,10,7
3789,3789,9,2,9,9
4642,2869,4,4,1,4
3491,3491,9,2,3,10
772,772,7,9,1,5
1864,1864,8,3,1,5
1894,3230,4,1,5,5
710,710,5,4,10,8
2083,2083,10,7,8,1
3470,3470,9,8,6,9
1553,1742,10,10,1,5
4553,4553,4,7,8,5
1503,2518,6,9,1,10
1902,1902,6,9,5,7
2025,2759,2,3,5,6
3496,2318,2,6,10,6
791,2367,2,4,5,7
1553,3642,4,10,7,9
3229,532,3,10,10,4
801,2940,10,8,9,6
3035,464,6,1,3,3
1409,1409,5,9,5,2
620,3538,10,3,3,3
389,820,10,3,6,7
1936,3570,4,2,8,10
4448,1046,4,4,4,9
2219,2219,2,4,3,8
4623,4141,7,4,10,5
971,971,6,10,1,5
54,4633,3,8,1,3
3895,995,7,9,3,3
2291,2291,10,3,9,4
1049,1049,9,3,3,4
710,710,7,8,6,6
824,31,10,1,9,10
2198,252,2,1,1,1
1936,1936,2,1,10,8
3895,3895,3,2,10,4
327,2452,9,2,9,7
2953,2953,3,4,1,2
2474,3615,8,10,9,6
342,342,9,10,9,7
3789,4884,2,9,10,6
434,165,9,3,4,7
3644,3259,8,6,10,9
4713,4228,2,7,9,4
436,4493,3,8,7,1
4707,4707,6,4,10,4
54,3127,8,2,1,5
1049,4117,3,8,8,7
2230,4329,10,8,5,2
2448,2448,7,7,7,6
777,777,2,8,9,7
847,1469,2,5,3,1
4707,3790,7,3,1,1
4707,4707,4,6,10,5
4969,4969,9,2,2,3
861,1486,9,3,5,3
3438,4023,3,10,3,7
2872,643,3,6,3,6
3371,3371,4,9,9,9
2139,2139,9,8,1,6
4097,3404,5,1,4,2
2953,3879,5,9,9,3
1425,4121,3,8,4,10
4990,4990,4,10,3,3
2139,3972,9,3,10,10
1559,2094,8,9,8,4
4151,829,4,10,5,5
2893,2893,3,5,2,7
3406,812,6,7,9,3
2141,172,8,5,8,3
1936,182,3,3,5,2
4207,1370,9,7,5,7
2074,2074,1,3,8,6
3321,4505,10,1,7,2
3932,3490,7,4,3,10
3550,2116,4,8,9,5
4722,3101,7,1,6,9
326,326,6,9,6,3
4431,2243,7,2,3,6
54,54,10,6,10,2
2417,973,8,4,5,4
2139,2139,2,4,1,4
4642,2088,8,4,4,10
4377,4377,3,8,9,8
2182,370,8,8,5,1
2238,4436,5,9,3,4
2139,2165,4,5,7,3
2858,1599,2,3,7,7
54,1408,6,1,4,4
2190,1048,3,10,2,10
3283,4356,9,9,9,2
242,3852,6,2,9,6
1478,1478,6,8,1,8
598,4909,7,7,5,7
3505,3731,6,7,8,2
2315,3435,1,3,2,3
1338,1338,3,8,3,9
2570,2570,2,3,10,2
4638,4638,9,7,10,6
2515,2515,8,2,3,5
1049,1285,2,3,6,10
1553,1553,6,6,9,9
1425,1873,1,4,8,2
1049,3153,1,9,2,9
2289,2942,3,7,6,9
3091,4711,3,10,6,5
1685,1685,1,5,4,9
1049,98,10,1,8,10
2546,2546,5,1,6,1
